iteration_id,solution_id,agv_count,running_times_seconds,energy_consumptions_joules,max_running_time_seconds,total_energy_consumption_joules
1,1,8,"[648,727,672,663,737,690,744,722]","[1821000,2035000,1920000,1880000,1989000,1965000,2154000,2127000]",744,15891000
1,2,8,"[699,737,587,643,599,705,790,707]","[1981000,2154000,1672000,1802000,1693000,1997000,2280000,1983000]",790,15562000
1,3,8,"[602,748,562,699,673,702,743,727]","[1798000,2176000,1614000,1945000,1858000,1993000,2155000,2051000]",748,15590000
1,4,8,"[659,740,672,658,740,685,747,715]","[1843000,2071000,1922000,1874000,1998000,1949000,2148000,2100000]",747,15905000
1,5,8,"[698,727,566,684,599,701,792,707]","[1979000,2120000,1603000,1914000,1693000,1989000,2286000,1979000]",792,15563000
1,6,8,"[707,785,636,712,666,657,785,601]","[2016000,2261000,1812000,1980000,1851000,1872000,2248000,1721000]",785,15761000
1,7,8,"[704,767,570,720,564,705,787,711]","[1978000,2200000,1623000,2002000,1605000,1991000,2276000,2010000]",787,15685000
1,8,8,"[702,771,665,649,686,714,762,595]","[2015000,2267000,1892000,1825000,1988000,2020000,2118000,1755000]",771,15880000
1,9,8,"[626,781,580,731,603,687,790,631]","[1851000,2293000,1704000,2026000,1697000,1962000,2293000,1795000]",790,15621000
1,10,8,"[702,782,670,709,671,659,756,609]","[2010000,2261000,1940000,1966000,1870000,1873000,2155000,1752000]",782,15827000
1,11,8,"[661,743,716,711,719,675,686,746]","[1855000,2094000,2076000,2027000,1996000,1933000,2004000,2275000]",746,16260000
1,12,8,"[704,773,660,622,690,713,754,626]","[2022000,2284000,1886000,1740000,2002000,2007000,2114000,1846000]",773,15901000
1,13,8,"[697,754,570,688,526,778,791,700]","[1972000,2161000,1621000,1915000,1485000,2221000,2296000,1967000]",791,15638000
1,14,8,"[703,781,629,708,665,658,787,680]","[1987000,2258000,1798000,1966000,1845000,1892000,2254000,1875000]",787,15875000
1,15,8,"[661,726,701,652,731,759,753,758]","[1858000,2033000,2020000,1850000,2026000,2151000,2154000,2342000]",759,16434000
1,16,8,"[702,695,595,676,595,738,824,639]","[1996000,2026000,1699000,1898000,1685000,2103000,2389000,1779000]",824,15575000
1,17,8,"[699,735,570,682,527,767,797,699]","[1976000,2134000,1635000,1906000,1485000,2188000,2303000,1963000]",797,15590000
1,18,8,"[667,748,720,706,723,669,745,750]","[1877000,2114000,2093000,2023000,2007000,1933000,2129000,2285000]",750,16461000
1,19,8,"[697,770,575,719,559,699,789,704]","[1969000,2215000,1660000,1990000,1589000,2004000,2286000,1975000]",789,15688000
1,20,8,"[661,732,706,709,729,685,744,760]","[1859000,2046000,2026000,2021000,1983000,1977000,2132000,2342000]",760,16386000
1,21,8,"[668,816,667,595,707,771,691,758]","[1875000,2258000,1911000,1663000,1988000,2243000,2028000,2295000]",816,16261000
1,22,8,"[663,862,664,683,675,666,812,748]","[1857000,2444000,1885000,1948000,1836000,1928000,2336000,2285000]",862,16519000
1,23,8,"[728,795,566,793,733,727,849,684]","[2075000,2302000,1587000,2207000,1991000,2079000,2419000,1935000]",849,16595000
1,24,8,"[658,788,563,738,740,688,786,781]","[1844000,2204000,1621000,2058000,2056000,2004000,2258000,2416000]",788,16461000
1,25,8,"[696,755,534,712,635,699,745,707]","[1968000,2191000,1557000,1977000,1793000,1988000,2145000,1991000]",755,15610000
