iteration_id,solution_id,agv_count,running_times_seconds,energy_consumptions_joules,max_running_time_seconds,total_energy_consumption_joules,source_auxiliary_value
1,1,10,"[386,376,645,319,464,546,954,576,1188,553]","[1119000,1085000,1806000,903000,1315000,1578000,2686000,1571000,3376000,1579000]",1188,17018000,19
1,2,10,"[713,493,664,604,624,587,560,680,306,707]","[2042000,1425000,1877000,1681000,1777000,1650000,1587000,1943000,829000,2038000]",713,16849000,23
1,3,10,"[511,532,610,527,478,506,1044,691,627,523]","[1379000,1505000,1656000,1495000,1339000,1491000,3030000,1927000,1809000,1436000]",1044,17067000,15
1,4,10,"[340,1030,452,325,880,319,254,1753,164,438]","[1001000,2939000,1303000,840000,2496000,925000,758000,4904000,466000,1246000]",1753,16878000,17
1,5,10,"[492,272,455,493,367,823,842,314,864,848]","[1431000,808000,1252000,1460000,1097000,2248000,2422000,869000,2498000,2420000]",864,16505000,15
1,6,10,"[646,838,752,453,546,720,289,368,839,529]","[1803000,2352000,2233000,1275000,1500000,2011000,777000,1041000,2416000,1534000]",839,16942000,15
1,7,10,"[326,1265,974,501,411,310,726,528,355,325]","[922000,3806000,2777000,1424000,1140000,869000,1996000,1559000,984000,904000]",1265,16381000,21
1,8,10,"[263,632,569,1104,579,502,270,963,547,569]","[715000,1713000,1582000,3229000,1674000,1376000,777000,2776000,1612000,1564000]",1104,17018000,11
1,9,10,"[1398,308,873,644,649,550,400,526,590,248]","[3957000,829000,2502000,1840000,1799000,1489000,1050000,1492000,1678000,703000]",1398,17339000,13
1,10,10,"[316,1462,264,293,1073,282,419,715,616,381]","[911000,4166000,768000,846000,3033000,837000,1129000,2045000,1770000,1082000]",1462,16587000,17
1,11,10,"[656,979,745,268,300,1143,630,356,267,543]","[1832000,2826000,2085000,774000,876000,3240000,1833000,1033000,749000,1512000]",1143,16760000,11
1,12,10,"[379,600,476,461,684,350,756,732,767,712]","[1050000,1686000,1333000,1249000,1926000,1027000,2182000,2074000,2209000,2052000]",767,16788000,9
1,13,10,"[858,340,477,411,1255,1119,306,407,265,742]","[2407000,949000,1332000,1100000,3493000,3154000,804000,1225000,752000,2086000]",1255,17302000,13
1,14,10,"[489,188,388,393,408,566,803,906,631,1254]","[1319000,508000,1098000,1111000,1158000,1605000,2347000,2530000,1838000,3528000]",1254,17042000,15
1,15,10,"[671,550,896,380,384,1029,236,532,786,668]","[1831000,1440000,2605000,1021000,1085000,2914000,682000,1517000,2196000,1908000]",1029,17199000,15
1,16,10,"[914,780,505,268,308,236,1176,854,257,461]","[2599000,2178000,1426000,752000,886000,677000,3454000,2500000,694000,1296000]",1176,16462000,19
1,17,10,"[229,766,638,373,223,719,804,646,344,1006]","[647000,2198000,1821000,1075000,641000,2058000,2328000,1793000,1003000,2957000]",1006,16521000,21
1,18,10,"[697,526,489,345,1177,330,1092,240,995,308]","[1981000,1494000,1323000,981000,3248000,933000,3029000,645000,2776000,931000]",1177,17341000,11
1,19,10,"[1339,1173,286,441,564,476,339,306,351,554]","[3775000,3285000,800000,1359000,1556000,1336000,962000,867000,1032000,1621000]",1339,16593000,13
1,20,10,"[490,327,471,386,773,726,982,385,960,270]","[1454000,916000,1335000,1131000,2138000,2136000,2805000,1129000,2793000,738000]",982,16575000,21
1,21,10,"[310,1314,1342,270,333,285,370,991,340,289]","[884000,3886000,3734000,750000,999000,837000,1040000,2792000,930000,804000]",1342,16656000,19
1,22,10,"[369,1021,229,749,200,637,409,729,849,692]","[1055000,2984000,638000,2118000,563000,1831000,1145000,2076000,2413000,1939000]",1021,16762000,19
1,23,10,"[382,486,310,1584,402,983,310,512,428,537]","[1089000,1359000,817000,4657000,1157000,2801000,881000,1411000,1177000,1503000]",1584,16852000,19
1,24,10,"[590,352,635,486,337,445,487,1281,677,533]","[1700000,1026000,1762000,1329000,965000,1288000,1445000,3623000,1905000,1549000]",1281,16592000,17
1,25,10,"[278,275,1017,1426,520,809,200,525,723,347]","[773000,793000,2879000,4011000,1446000,2354000,581000,1420000,2003000,964000]",1426,17224000,11
1,26,10,"[655,782,682,418,264,599,425,483,762,811]","[1859000,2216000,1953000,1209000,762000,1726000,1201000,1352000,2236000,2235000]",811,16749000,15
1,27,10,"[704,330,317,1440,413,858,211,430,273,695]","[2002000,911000,883000,4212000,1186000,2478000,626000,1220000,774000,2013000]",1440,16305000,19
1,28,10,"[320,1730,229,687,460,456,253,503,316,386]","[934000,5131000,618000,2039000,1407000,1309000,755000,1445000,890000,1111000]",1730,15639000,17
1,29,10,"[463,392,354,627,518,479,1049,278,257,1027]","[1355000,1101000,1026000,1846000,1493000,1379000,3131000,805000,726000,2965000]",1049,15827000,15
1,30,10,"[539,473,553,346,681,520,952,362,291,1093]","[1583000,1351000,1553000,923000,1922000,1523000,2657000,1027000,822000,3266000]",1093,16627000,21
1,31,10,"[650,708,485,603,501,405,344,264,802,928]","[1802000,2038000,1437000,1689000,1482000,1202000,991000,771000,2219000,2784000]",928,16415000,19
1,32,10,"[214,615,1094,354,687,557,208,619,447,872]","[593000,1772000,3208000,998000,1942000,1625000,608000,1760000,1214000,2563000]",1094,16283000,23
1,33,10,"[265,154,337,375,340,952,628,1047,717,1137]","[770000,429000,967000,1069000,919000,2698000,1830000,2907000,2087000,3200000]",1137,16876000,13
1,34,10,"[285,366,711,257,228,456,616,227,1289,1267]","[784000,1040000,1929000,700000,627000,1302000,1788000,636000,3873000,3692000]",1289,16371000,21
1,35,10,"[461,311,302,329,257,255,1631,395,373,1511]","[1398000,858000,887000,937000,700000,692000,4648000,1080000,1033000,4340000]",1631,16573000,15
1,36,10,"[490,358,776,211,533,720,1046,231,632,1013]","[1340000,1021000,2149000,605000,1516000,2048000,2875000,636000,1804000,2986000]",1046,16980000,9
1,37,10,"[769,1268,1159,349,175,757,443,255,415,412]","[2183000,3679000,3251000,1006000,476000,2083000,1219000,720000,1163000,1200000]",1268,16980000,7
1,38,10,"[261,557,1106,674,594,501,550,931,622,224]","[714000,1611000,3183000,1861000,1659000,1395000,1501000,2716000,1715000,625000]",1106,16980000,13
1,39,10,"[547,264,1051,426,574,336,904,504,518,839]","[1558000,720000,3127000,1193000,1616000,933000,2518000,1407000,1447000,2406000]",1051,16925000,27
1,40,10,"[455,268,1229,353,539,411,466,399,1026,617]","[1315000,767000,3635000,992000,1501000,1145000,1291000,1132000,2931000,1774000]",1229,16483000,15
2,1,10,"[576,240,540,1098,646,1134,398,470,479,356]","[1617000,678000,1459000,3175000,1787000,3300000,1135000,1319000,1320000,1001000]",1134,16791000,13
2,2,10,"[342,784,806,315,557,574,600,519,473,610]","[957000,2360000,2398000,866000,1558000,1684000,1722000,1563000,1294000,1751000]",806,16153000,29
2,3,10,"[203,495,1281,302,529,370,348,244,349,2066]","[574000,1339000,3614000,844000,1508000,1038000,941000,725000,1031000,5715000]",2066,17329000,17
2,4,10,"[856,897,723,689,654,427,248,425,323,522]","[2516000,2529000,2045000,1990000,1899000,1212000,706000,1223000,929000,1449000]",897,16498000,15
2,5,10,"[993,217,530,823,425,575,714,1064,241,338]","[2664000,617000,1542000,2382000,1239000,1659000,2049000,2974000,664000,988000]",1064,16778000,17
2,6,10,"[761,627,530,538,775,280,524,634,370,682]","[2199000,1792000,1561000,1580000,2161000,789000,1475000,1771000,1030000,2029000]",775,16387000,19
2,7,10,"[784,615,449,1146,287,247,648,531,411,440]","[2273000,1794000,1309000,3389000,868000,693000,1817000,1486000,1181000,1233000]",1146,16043000,23
2,8,10,"[1373,589,729,635,373,593,438,424,298,514]","[3865000,1668000,2055000,1792000,1096000,1651000,1215000,1199000,837000,1499000]",1373,16877000,15
2,9,10,"[646,510,926,192,584,803,300,287,570,950]","[1816000,1463000,2707000,521000,1643000,2282000,864000,798000,1695000,2693000]",950,16482000,29
2,10,10,"[512,437,632,482,524,817,666,546,730,426]","[1438000,1243000,1778000,1378000,1537000,2255000,1966000,1567000,2213000,1162000]",817,16537000,19
2,11,10,"[523,240,657,644,1093,1109,257,252,426,525]","[1557000,690000,1856000,1799000,3187000,3175000,741000,666000,1176000,1535000]",1109,16382000,19
2,12,10,"[398,1123,407,353,543,397,347,319,1175,552]","[1081000,3309000,1158000,1051000,1561000,1100000,1000000,900000,3472000,1558000]",1175,16190000,25
2,13,10,"[268,1042,994,255,830,189,460,304,902,618]","[791000,2951000,2855000,750000,2356000,531000,1256000,840000,2600000,1754000]",1042,16684000,19
2,14,10,"[1186,577,616,229,723,574,264,1014,516,284]","[3442000,1628000,1766000,602000,2070000,1648000,780000,2888000,1358000,787000]",1186,16969000,21
2,15,10,"[447,519,2539,420,182,263,393,299,422,255]","[1312000,1502000,7298000,1218000,493000,742000,1116000,838000,1171000,714000]",2539,16404000,27
2,16,10,"[942,803,758,452,208,861,643,226,441,715]","[2652000,2230000,2162000,1275000,614000,2430000,1717000,656000,1248000,2025000]",942,17009000,15
2,17,10,"[445,387,430,1329,381,208,912,425,700,445]","[1298000,1090000,1239000,3944000,1068000,574000,2658000,1174000,1961000,1263000]",1329,16269000,19
2,18,10,"[335,850,781,807,505,488,818,693,302,457]","[927000,2447000,2194000,2268000,1362000,1390000,2309000,1953000,832000,1326000]",850,17008000,11
2,19,10,"[554,590,342,366,695,186,700,794,1096,633]","[1510000,1696000,1005000,1027000,1972000,519000,1956000,2279000,3127000,1769000]",1096,16860000,19
2,20,10,"[480,555,461,1160,542,333,880,444,633,539]","[1426000,1560000,1265000,3291000,1552000,905000,2494000,1220000,1860000,1456000]",1160,17029000,15
2,21,10,"[557,779,412,301,668,1836,509,340,271,282]","[1589000,2181000,1107000,825000,1906000,5230000,1453000,998000,739000,798000]",1836,16826000,15
2,22,10,"[1063,288,508,391,867,598,970,193,562,421]","[3041000,775000,1464000,1097000,2520000,1691000,2768000,533000,1610000,1196000]",1063,16695000,17
2,23,10,"[641,552,320,367,540,636,827,968,382,605]","[1836000,1626000,904000,993000,1591000,1804000,2375000,2712000,1095000,1716000]",968,16652000,17
2,24,10,"[256,296,344,1136,322,409,1314,659,584,281]","[704000,833000,1030000,3262000,887000,1173000,3921000,1870000,1651000,841000]",1314,16172000,11
2,25,10,"[618,451,504,615,369,938,406,507,662,975]","[1731000,1265000,1437000,1729000,993000,2565000,1205000,1488000,1814000,2772000]",975,16999000,13
2,26,10,"[439,929,615,205,421,961,452,1001,347,517]","[1261000,2668000,1724000,593000,1161000,2723000,1270000,2817000,980000,1484000]",1001,16681000,7
2,27,10,"[359,1329,264,366,293,619,687,525,339,899]","[1033000,3966000,729000,1050000,874000,1720000,1939000,1501000,955000,2528000]",1329,16295000,21
2,28,10,"[648,304,475,451,715,179,343,925,1226,413]","[1899000,827000,1337000,1257000,2108000,517000,995000,2602000,3633000,1132000]",1226,16307000,13
2,29,10,"[778,677,323,650,675,688,306,700,773,341]","[2180000,1891000,940000,1865000,1944000,1934000,855000,1902000,2271000,993000]",778,16775000,15
2,30,10,"[887,475,346,688,1306,824,291,262,668,369]","[2473000,1348000,935000,1900000,3761000,2284000,813000,713000,1918000,1038000]",1306,17183000,7
2,31,10,"[515,383,623,514,293,347,952,377,606,1156]","[1471000,1074000,1751000,1517000,832000,988000,2646000,1034000,1684000,3446000]",1156,16443000,15
