iteration_id,solution_id,agv_count,running_times_seconds,energy_consumptions_joules,max_running_time_seconds,total_energy_consumption_joules
1,1,8,"[832,621,658,747,726,489,696,631]","[2322000,1797000,1869000,2164000,2078000,1359000,2056000,1767000]",832,15412000
1,2,8,"[581,620,570,772,847,660,775,469]","[1792000,1779000,1628000,2290000,2453000,1876000,2195000,1310000]",847,15323000
1,3,8,"[764,760,675,608,710,713,761,756]","[2113000,2130000,1930000,1744000,2068000,1954000,2135000,2096000]",764,16170000
1,4,8,"[833,713,659,744,727,488,693,547]","[2312000,2062000,1871000,2164000,2087000,1357000,2050000,1533000]",833,15436000
1,5,8,"[742,648,572,675,773,753,718,697]","[2058000,1809000,1647000,1943000,2247000,2107000,2107000,1961000]",773,15879000
1,6,8,"[776,606,720,747,762,706,729,659]","[2135000,1780000,2057000,2158000,2188000,2035000,2042000,1861000]",776,16256000
1,7,8,"[780,565,717,657,760,772,657,652]","[2166000,1588000,2033000,1905000,2201000,2198000,1840000,1809000]",780,15740000
1,8,8,"[715,742,560,703,758,707,698,633]","[2071000,2132000,1609000,2078000,2203000,2046000,1990000,1800000]",758,15929000
1,9,8,"[705,586,601,756,775,707,754,575]","[1987000,1657000,1727000,2245000,2246000,2037000,2130000,1609000]",775,15638000
1,10,8,"[786,593,633,666,734,729,629,639]","[2193000,1678000,1815000,1983000,2130000,2100000,1731000,1800000]",786,15430000
1,11,8,"[782,649,700,746,761,728,666,658]","[2152000,1908000,2018000,2153000,2174000,2080000,1887000,1859000]",782,16231000
1,12,8,"[763,759,682,613,711,718,765,754]","[2121000,2127000,1962000,1755000,2070000,1954000,2157000,2092000]",765,16238000
1,13,8,"[776,614,666,661,729,782,674,662]","[2131000,1805000,1900000,1907000,2117000,2265000,1945000,1860000]",782,15930000
1,14,8,"[645,605,653,743,727,720,810,732]","[1818000,1766000,1862000,2095000,2086000,2104000,2226000,2123000]",810,16080000
1,15,8,"[757,680,643,688,740,786,685,666]","[2135000,1912000,1805000,1985000,2159000,2201000,1990000,1876000]",786,16063000
1,16,8,"[758,615,566,704,909,663,736,468]","[2121000,1763000,1619000,2110000,2636000,1875000,2104000,1295000]",909,15523000
1,17,8,"[640,554,696,716,776,704,789,710]","[1889000,1604000,2006000,2046000,2247000,2011000,2159000,1994000]",789,15956000
1,18,8,"[785,747,652,726,697,652,740,770]","[2190000,2145000,1828000,2040000,1988000,1802000,2076000,2135000]",785,16204000
1,19,8,"[756,754,569,714,728,797,719,650]","[2078000,2140000,1621000,2017000,2115000,2216000,2035000,1800000]",797,16022000
1,20,8,"[735,610,567,776,852,664,764,470]","[2066000,1747000,1628000,2301000,2446000,1898000,2172000,1309000]",852,15567000
1,21,8,"[790,579,554,689,788,771,655,642]","[2207000,1647000,1593000,2041000,2303000,2156000,1834000,1803000]",790,15584000
