iteration_id,solution_id,agv_count,running_times_seconds,energy_consumptions_joules,max_running_time_seconds,total_energy_consumption_joules
1,1,10,"[360,489,520,477,540,406,585,577,579,449]","[1056000,1360000,1430000,1311000,1625000,1111000,1722000,1727000,1704000,1305000]",585,14351000
1,2,10,"[407,507,551,456,540,424,580,577,549,450]","[1122000,1521000,1495000,1269000,1617000,1138000,1723000,1727000,1623000,1305000]",580,14540000
1,3,10,"[418,537,582,444,541,418,581,578,583,449]","[1166000,1572000,1578000,1222000,1619000,1120000,1717000,1722000,1710000,1305000]",583,14731000
1,4,10,"[406,540,581,491,546,418,582,579,565,449]","[1124000,1584000,1576000,1347000,1645000,1124000,1721000,1731000,1670000,1305000]",582,14827000
1,5,10,"[420,462,554,479,546,418,586,578,584,449]","[1166000,1291000,1501000,1313000,1641000,1133000,1723000,1722000,1715000,1305000]",586,14510000
1,6,10,"[407,536,558,390,562,416,584,577,584,446]","[1122000,1573000,1506000,1143000,1675000,1120000,1721000,1722000,1725000,1304000]",584,14611000
1,7,10,"[446,399,481,479,562,375,589,589,598,477]","[1271000,1138000,1390000,1308000,1669000,1032000,1784000,1756000,1769000,1365000]",598,14482000
1,8,10,"[420,484,476,486,556,409,598,560,571,498]","[1194000,1285000,1368000,1326000,1671000,1120000,1781000,1666000,1708000,1370000]",598,14489000
1,9,10,"[405,540,581,491,546,418,582,581,577,446]","[1122000,1584000,1576000,1347000,1656000,1133000,1722000,1741000,1724000,1277000]",582,14882000
1,10,10,"[421,475,532,472,541,426,579,585,581,452]","[1181000,1379000,1468000,1329000,1631000,1149000,1718000,1738000,1710000,1316000]",585,14619000
1,11,10,"[489,452,369,489,538,427,580,579,591,512]","[1404000,1264000,1053000,1356000,1623000,1148000,1710000,1728000,1759000,1526000]",591,14571000
1,12,10,"[411,482,481,488,555,427,597,561,566,497]","[1159000,1303000,1388000,1333000,1673000,1155000,1781000,1672000,1702000,1366000]",597,14532000
1,13,10,"[412,475,535,472,544,426,582,579,584,461]","[1157000,1379000,1483000,1329000,1635000,1161000,1723000,1731000,1714000,1337000]",584,14649000
1,14,10,"[423,489,583,488,517,444,582,578,583,448]","[1182000,1449000,1580000,1330000,1558000,1188000,1718000,1726000,1713000,1316000]",583,14760000
1,15,10,"[431,458,458,478,538,408,603,621,609,452]","[1203000,1275000,1330000,1319000,1611000,1115000,1772000,1838000,1792000,1307000]",621,14562000
1,16,10,"[459,537,580,485,539,424,579,582,576,537]","[1319000,1572000,1571000,1319000,1615000,1144000,1716000,1735000,1719000,1536000]",582,15246000
1,17,10,"[406,536,559,472,538,418,585,581,585,451]","[1124000,1576000,1496000,1323000,1625000,1133000,1724000,1731000,1726000,1311000]",585,14769000
1,18,10,"[427,458,462,478,545,407,579,626,614,452]","[1202000,1275000,1343000,1319000,1630000,1109000,1708000,1839000,1822000,1296000]",626,14543000
1,19,10,"[398,543,581,486,549,425,583,580,582,449]","[1162000,1586000,1576000,1327000,1649000,1148000,1715000,1733000,1701000,1305000]",583,14902000
1,20,10,"[509,488,483,480,537,410,586,580,579,439]","[1417000,1307000,1431000,1323000,1618000,1119000,1719000,1735000,1705000,1261000]",586,14635000
1,21,10,"[416,474,592,470,571,379,596,583,555,461]","[1161000,1374000,1645000,1338000,1706000,1064000,1794000,1751000,1626000,1337000]",596,14796000
1,22,10,"[393,458,484,468,549,430,579,628,616,452]","[1089000,1272000,1420000,1312000,1624000,1164000,1708000,1839000,1817000,1296000]",628,14541000
1,23,10,"[406,448,452,478,539,405,578,575,581,479]","[1157000,1259000,1318000,1319000,1617000,1116000,1713000,1720000,1723000,1365000]",581,14307000
1,24,10,"[406,540,581,399,546,418,580,579,565,449]","[1124000,1584000,1576000,1124000,1645000,1124000,1717000,1731000,1670000,1305000]",581,14600000
1,25,10,"[448,558,577,483,537,428,610,628,608,536]","[1286000,1614000,1556000,1322000,1604000,1149000,1780000,1862000,1804000,1512000]",628,15489000
1,26,10,"[393,554,583,486,552,390,580,577,582,452]","[1104000,1610000,1575000,1328000,1652000,1080000,1716000,1724000,1705000,1324000]",583,14818000
1,27,10,"[427,456,460,485,581,407,577,636,607,456]","[1202000,1275000,1333000,1378000,1753000,1109000,1710000,1861000,1798000,1310000]",636,14729000
1,28,10,"[419,475,532,472,541,426,579,585,581,498]","[1177000,1379000,1468000,1329000,1631000,1145000,1718000,1738000,1710000,1468000]",585,14763000
1,29,10,"[470,565,554,482,546,430,586,579,589,562]","[1390000,1635000,1501000,1318000,1635000,1160000,1727000,1734000,1725000,1648000]",589,15473000
1,30,10,"[397,501,528,381,562,408,599,572,573,525]","[1121000,1357000,1436000,1120000,1668000,1125000,1788000,1695000,1718000,1468000]",599,14496000
1,31,10,"[409,531,563,406,549,425,580,577,587,449]","[1133000,1550000,1531000,1154000,1643000,1148000,1712000,1727000,1722000,1305000]",587,14625000
1,32,10,"[564,476,483,480,546,430,593,560,604,556]","[1660000,1281000,1386000,1323000,1644000,1160000,1772000,1658000,1807000,1696000]",604,15387000
1,33,10,"[409,542,562,454,549,417,584,579,584,448]","[1136000,1584000,1511000,1293000,1652000,1125000,1719000,1731000,1727000,1305000]",584,14783000
1,34,10,"[509,488,484,480,545,410,586,580,568,438]","[1417000,1307000,1436000,1323000,1646000,1119000,1719000,1740000,1681000,1259000]",586,14647000
1,35,10,"[408,540,545,456,536,418,581,579,586,451]","[1140000,1602000,1469000,1267000,1613000,1124000,1727000,1722000,1719000,1305000]",586,14688000
1,36,10,"[420,471,556,479,561,423,585,579,570,474]","[1166000,1336000,1505000,1315000,1697000,1142000,1722000,1722000,1676000,1381000]",585,14662000
1,37,10,"[434,451,567,396,575,431,585,582,581,461]","[1203000,1325000,1617000,1159000,1740000,1150000,1716000,1733000,1713000,1338000]",585,14694000
1,38,10,"[342,536,559,471,540,424,580,586,594,451]","[963000,1576000,1496000,1315000,1629000,1143000,1717000,1736000,1779000,1311000]",594,14665000
1,39,10,"[409,482,486,485,549,420,594,586,611,492]","[1157000,1292000,1399000,1336000,1662000,1139000,1751000,1761000,1797000,1350000]",611,14644000
1,40,10,"[465,541,592,493,541,452,582,584,573,537]","[1325000,1580000,1622000,1372000,1629000,1224000,1720000,1756000,1714000,1527000]",592,15469000
1,41,10,"[412,477,560,475,537,466,582,585,580,461]","[1157000,1389000,1544000,1328000,1621000,1267000,1723000,1741000,1712000,1337000]",585,14819000
1,42,10,"[457,537,580,483,537,423,590,581,578,541]","[1310000,1572000,1562000,1319000,1613000,1143000,1774000,1750000,1722000,1548000]",590,15313000
1,43,10,"[396,539,577,483,551,422,593,605,561,452]","[1173000,1576000,1556000,1319000,1657000,1143000,1739000,1780000,1675000,1309000]",605,14927000
1,44,10,"[521,541,580,480,556,383,594,586,606,512]","[1521000,1590000,1615000,1319000,1664000,1063000,1794000,1738000,1791000,1495000]",606,15590000
1,45,10,"[515,475,550,480,548,433,585,577,587,448]","[1457000,1342000,1502000,1313000,1648000,1151000,1718000,1727000,1722000,1292000]",587,14872000
1,46,10,"[432,477,473,483,550,403,586,584,561,491]","[1242000,1283000,1371000,1326000,1675000,1097000,1736000,1753000,1677000,1354000]",586,14514000
1,47,10,"[408,542,538,456,539,418,582,580,585,449]","[1140000,1606000,1457000,1267000,1619000,1124000,1727000,1726000,1717000,1305000]",585,14688000
1,48,10,"[407,537,582,483,541,420,590,589,595,446]","[1123000,1571000,1566000,1328000,1634000,1140000,1775000,1753000,1743000,1277000]",595,14910000
1,49,10,"[398,538,581,485,540,424,580,577,582,449]","[1162000,1573000,1576000,1327000,1621000,1146000,1708000,1727000,1717000,1305000]",582,14862000
1,50,10,"[481,486,484,490,539,414,587,580,581,456]","[1348000,1314000,1409000,1350000,1620000,1140000,1712000,1739000,1716000,1340000]",587,14688000
1,51,10,"[428,538,574,488,521,397,578,584,578,460]","[1192000,1593000,1547000,1351000,1558000,1094000,1710000,1724000,1700000,1328000]",584,14797000
1,52,10,"[536,423,561,474,538,413,579,638,609,511]","[1463000,1263000,1510000,1352000,1616000,1126000,1716000,1896000,1798000,1460000]",638,15200000
1,53,10,"[424,477,533,473,543,407,593,558,569,454]","[1187000,1389000,1470000,1329000,1645000,1117000,1778000,1666000,1680000,1315000]",593,14576000
1,54,10,"[437,486,428,485,554,411,612,559,573,530]","[1240000,1337000,1202000,1333000,1669000,1128000,1811000,1665000,1716000,1474000]",612,14575000
1,55,10,"[350,474,367,480,540,426,580,577,595,525]","[1044000,1339000,1049000,1326000,1619000,1149000,1717000,1724000,1760000,1509000]",595,14236000
1,56,10,"[419,455,468,483,537,419,582,580,584,481]","[1171000,1231000,1341000,1320000,1626000,1141000,1718000,1727000,1718000,1386000]",584,14379000
1,57,10,"[427,465,462,483,540,410,579,577,658,449]","[1195000,1308000,1327000,1329000,1634000,1129000,1714000,1724000,1916000,1304000]",658,14580000
1,58,10,"[406,448,454,478,540,404,580,577,582,467]","[1157000,1259000,1318000,1319000,1619000,1111000,1713000,1720000,1719000,1343000]",582,14278000
1,59,10,"[405,536,525,471,541,418,584,578,589,446]","[1122000,1573000,1442000,1323000,1632000,1133000,1725000,1735000,1763000,1277000]",589,14725000
1,60,10,"[421,475,532,472,541,426,592,584,581,452]","[1181000,1379000,1468000,1329000,1631000,1149000,1753000,1730000,1710000,1316000]",592,14646000
1,61,10,"[432,458,454,480,539,408,600,554,610,452]","[1205000,1275000,1322000,1323000,1617000,1109000,1799000,1652000,1811000,1307000]",610,14420000
1,62,10,"[539,456,525,481,549,410,599,563,580,484]","[1548000,1315000,1535000,1322000,1670000,1120000,1800000,1686000,1737000,1342000]",599,15075000
1,63,10,"[477,577,466,488,540,419,599,575,580,505]","[1335000,1626000,1352000,1338000,1633000,1141000,1788000,1694000,1726000,1445000]",599,15078000
1,64,10,"[393,577,608,507,583,482,579,601,578,544]","[1123000,1652000,1674000,1416000,1755000,1348000,1716000,1797000,1723000,1532000]",608,15736000
1,65,10,"[455,538,585,484,539,419,585,580,595,542]","[1319000,1574000,1584000,1324000,1617000,1135000,1725000,1739000,1765000,1550000]",595,15332000
